196,74.260
197,24.740
198,48.840
199,25.130
200,36.660
201,63.890
202,34.490
203,35.370
204,67.270
205,49.220
206,56.780
207,37.520
208,25.060
209,12.750
210,56.650
211,27.660
212,41.060
213,40.070
214,50.710
215,44.100
216,37.600
217,27.150
218,45.490
219,37.930
220,16.060
221,17.380
222,27.230
223,9.280
224,8.250
225,3.560
226,4.330
227,35.650
228,22.330
229,10.220
230,25.360
231,26.490
232,5.040
233,58.890
234,14.800
235,24.460
236,8.120
237,42.870
238,28.500
239,35.190
240,26.960
241,56.980
242,5.440
243,49.460
244,9.410
245,30.080
246,29.760
247,9.000
248,21.440
249,5.250
250,23.730
251,29.390
252,13.600
253,5.450
254,32.970
255,33.500
256,18.090
257,20.410
258,11.720
259,40.740
260,15.280
261,3.760
262,10.410
263,28.770
264,10.410
265,15.900
266,10.670
267,29.490
268,41.700
269,42.120
270,24.330
271,41.890
272,9.410
273,11.330
274,53.430
275,25.240
276,25.970
277,14.890
278,16.560
279,12.760
280,15.600
281,7.690
282,32.600
283,10.270
284,40.240
285,13.520
286,14.290
287,32.120
288,5.340
289,38.710
290,12.310
291,27.810
292,6.560
293,33.120
294,4.610
295,10.700
296,9.350
297,12.180
298,10.280
299,50.840
300,20.880
301,9.210
302,5.140
303,41.930
304,4.050
305,25.940
306,16.240
307,16.650
308,22.950
309,5.390
310,3.990
311,11.370
312,11.820
313,24.500
314,31.930
315,12.910
316,45.010
317,18.280
318,3.540
319,5.190
320,6.410
321,34.190
322,37.540
323,9.710
324,22.140
325,24.110
326,6.360
327,41.710
328,15.710
329,38.880
330,17.640
331,34.110
332,66.910
333,86.590
334,21.650
335,42.030
336,26.580
337,20.340
338,25.830
339,34.480
340,30.380
341,40.110
342,2.510
343,9.640
344,24.210
345,5.050
346,15.550
347,14.120
348,10.840
349,16.070
350,8.540
351,31.530
352,19.790
353,22.130
354,66.010
355,53.630
356,46.620
357,10.620
358,33.910
359,8.800
360,14.660
361,40.100
362,26.760
363,21.100
364,24.410
365,15.800
366,9.890
367,44.550
368,41.950
369,18.690
370,7.650
371,21.550
372,30.160
373,29.640
374,4.440
375,11.820
376,27.490
377,15.100
378,65.380
379,10.900
380,14.710
381,39.540
382,25.540
383,27.840
384,34.130
385,25.870
386,32.800
387,18.810
388,17.730
389,42.980
390,55.650
391,15.390
392,26.870
393,43.180
394,9.710
395,9.250
396,53.010
397,13.830
398,15.770
399,26.290
400,28.610
401,34.510
402,17.000
403,16.260
404,33.750
405,9.700
406,5.330
407,19.830
408,10.780
409,27.510
410,32.610
411,14.430
412,23.940
413,32.580
414,24.830
415,37.960
416,21.070
417,8.980
418,12.530
419,8.000
420,33.170
421,7.670
422,12.810
423,14.100
424,3.440
425,16.210
426,19.960
427,14.350
428,6.640
429,42.730
430,16.710
431,24.860
432,11.710
433,12.480
434,50.630
435,14.560
436,10.340
437,18.560
438,25.460
439,47.890
440,8.090
441,17.290
442,6.400
443,23.950
444,20.230
445,16.720
446,48.200
447,16.950
448,8.220
449,3.830
450,5.620
451,11.580
452,35.040
453,10.940
454,34.000
455,13.620
456,12.870
457,24.390
458,23.590
459,12.810
460,29.170
461,5.870
462,10.170
463,5.480
464,17.080
465,8.240
466,39.340
467,35.430
468,41.280
469,5.780
470,29.100
471,11.490
472,28.470
473,10.340
474,8.570
475,15.490
476,12.510
477,12.050
478,5.980
479,12.530
480,13.180
481,19.750
482,7.360
483,22.060
484,23.620
485,14.200
486,14.420
487,16.860
488,3.510
489,23.620
490,6.680
491,9.750
492,6.610
493,3.220
494,2.740
495,21.140
496,2.710
497,7.840
498,4.100
499,7.910
500,18.660
501,19.120
502,1.580
503,25.810
504,45.610
505,17.330
506,9.480
507,18.030
508,11.830
509,8.770
510,13.360
511,10.090
512,17.750
513,15.630
514,2.890
515,10.720
516,1.580
517,7.030
518,20.810
519,3.040
520,10.490
521,9.470
522,5.690
523,13.260
524,9.870
525,2.630
526,3.270
527,8.880
528,9.020
529,5.050
530,4.250
531,2.120
532,35.600
533,7.580
534,9.830
535,5.490
536,5.450
537,5.220
538,13.010
539,5.520
540,12.590
541,12.150
542,29.170
543,36.760
544,3.610
545,26.980
546,6.820
547,5.640
548,5.250
549,25.640
550,3.850
551,8.940
552,39.870
553,9.290
554,29.750
555,14.990
556,5.700
557,9.180
558,12.710
559,7.630
560,3.410
561,5.730
562,19.430
563,14.650
564,42.420
565,16.840
566,8.050
567,9.350
568,28.450
569,15.050
570,6.000
571,25.230
572,10.140
573,39.070
574,11.560
575,1.800
576,5.040
577,5.400
578,46.960
579,6.560
580,4.380
581,12.590
582,6.700
583,1.860
584,22.040
585,37.190
586,17.790
587,5.050
588,37.930
589,5.380
590,31.400
591,32.200
592,20.200
593,12.990
594,27.090
595,11.950
596,11.860
597,5.150
598,23.020
599,17.980
600,6.970
601,6.400
602,9.740
603,15.290
604,11.820
605,5.390
606,9.400
607,16.090
608,7.280
609,3.930
610,9.230
611,8.980
612,13.450
613,3.190
614,9.670
615,2.080
616,2.130
617,5.090
618,1.710
619,1.720
620,5.090
621,7.510
622,8.320
623,8.410
624,7.860
625,8.880
626,3.020
627,3.060
628,1.840
629,12.930
630,6.870
631,6.480
632,11.740
633,19.570
634,7.050
635,1.260
636,7.300
637,2.130
638,10.430
639,2.250
640,7.910
641,21.520
642,23.080
643,14.280
644,8.610
645,12.020
646,12.270
647,14.640
648,24.180
649,23.590
650,20.370
651,5.310
652,8.710
653,3.090
654,22.290
655,6.620
656,14.250
657,12.350
658,13.010
659,10.620
660,28.440
661,11.550
662,18.730
663,21.250
664,4.780
665,4.020
666,7.700
667,2.200
668,9.620
669,6.370
670,2.820
671,14.800
672,12.050
673,4.050
674,2.290
675,9.810
676,8.730
677,17.310
678,6.380
679,6.160
680,9.940
681,6.440
682,3.320
683,2.660
684,1.950
685,4.630
686,4.100
687,28.710
688,9.710
689,7.390
690,3.020
691,18.460
692,16.020
693,11.050
694,12.480
695,21.510
696,11.780
697,10.610
698,25.500
699,8.260
700,12.350
701,8.530
702,7.950
703,5.600
704,10.810
705,15.430
706,11.210
707,14.170
708,7.280
709,22.810
710,10.580
711,27.350
712,9.460
713,7.870
714,5.300
715,11.000
716,3.400
717,1.770
718,6.730
719,9.280
720,10.720
721,11.270
722,4.260
723,7.400
724,33.350
725,29.150
726,33.790
727,5.010
728,4.650
729,23.210
730,26.930
731,7.050
732,2.340
733,2.180
734,3.870
735,5.500
736,10.920
737,6.960
738,3.170
739,4.530
740,2.930
741,8.720
742,8.390
743,14.030
744,10.850
745,10.300
746,9.900
747,9.740
748,14.640
749,8.510
750,14.280
751,1.700
752,4.590
753,5.750
754,3.520
755,5.800
756,32.890
757,11.020
758,1.450
759,1.600
760,2.320
761,8.320
762,6.450
763,4.290
764,4.320
765,10.900
766,4.720
767,15.280
768,2.810
769,13.000
770,9.320
771,3.290
772,8.160
773,5.120
774,4.470
775,24.590
776,2.840
777,9.870
778,2.930
779,6.230
780,27.010
781,10.910
782,2.300
783,13.670
784,16.280
785,2.340
786,15.930
787,8.260
788,20.620
789,3.050
790,7.060
791,3.600
792,8.670
793,9.270
794,6.990
795,6.630
796,8.740
797,4.440
798,4.450
799,5.730
800,4.420
801,4.900
802,7.860
803,2.500
804,2.050
805,1.680
806,5.490
807,3.900
808,10.010
809,13.150
810,8.040
811,10.630
812,8.970
813,5.110
814,3.450
815,7.580
816,12.510
817,8.070
818,4.190
819,10.180
820,2.740
821,7.270
822,6.620
823,3.750
824,12.960
825,4.590
826,4.350
827,12.540
828,1.780
829,6.610
830,4.130
831,7.520
832,1.790
833,13.910
834,9.530
835,3.700
836,13.730
837,4.100
838,8.670
839,4.190
840,10.160
841,3.620
842,2.680
843,2.070
844,4.920
845,1.740
846,5.830
847,8.640
848,13.450
849,12.100
850,2.000
851,7.840
852,2.370
853,7.530
854,4.590
855,8.130
856,3.320
857,1.840
858,2.970
859,15.190
860,7.630
861,13.420
862,1.520
863,5.610
864,5.730
865,4.060
866,5.650
867,1.410
868,11.020
869,10.540
870,13.120
871,5.580
872,8.230
873,2.130
874,8.420
875,6.500
876,2.650
877,3.810
878,5.460
879,5.600
880,2.620
881,4.440
882,6.310
883,2.260
884,19.280
885,18.680
886,18.870
887,18.920
888,21.440
889,7.040
890,16.490
891,15.100
892,20.900
893,12.070
894,10.480
895,17.720
896,13.650
897,1.480
898,4.390
899,3.300
900,4.350
901,2.420
902,7.390
903,3.270
904,6.360
905,8.750
906,1.730
907,7.070
908,10.160
909,2.020
910,5.790
911,2.650
912,9.340
913,2.880
914,7.050
915,6.930
916,3.340
917,3.230
918,1.760
919,5.620
920,10.010
921,5.960
922,10.850
923,5.950
924,4.430
925,3.670
926,4.100
927,2.700
928,4.780
929,6.710
930,6.960
931,3.810
932,8.710
933,2.380
934,2.490
935,4.330
936,7.540
937,6.510
938,7.790
939,2.850
940,7.610
941,4.650
942,6.100
943,5.800
944,4.320
945,16.210
946,6.900
947,2.060
948,1.640
949,1.740
950,4.120
951,3.450
952,7.600
953,10.920
954,8.290
955,4.920
956,5.750
957,9.740
958,11.470
959,4.260
960,6.950
961,5.360
962,8.450
963,5.540
964,3.520
965,5.070
966,5.290
967,3.400
968,5.790
969,3.450
970,2.660
971,3.020
972,1.840
973,1.850
974,6.880
975,6.970
976,9.370
977,2.030
978,5.410
979,4.070
980,4.980
981,12.810
982,6.530
983,11.020
984,2.970
985,6.600
986,5.860
987,6.240
988,3.310
989,2.420
990,4.150
991,2.590
992,6.010
993,5.310
994,3.070
995,14.540
996,10.130
997,1.980
998,2.260
999,3.220
1000,2.300
1001,5.190
1002,7.210
1003,4.620
1004,5.460
1005,6.810
1006,4.240
1007,5.130
1008,2.870
1009,5.960
1010,8.020
1011,3.840
1012,3.240
1013,4.960
1014,3.280
1015,2.660
1016,3.310
1017,2.630
1018,1.810
1019,2.540
1020,5.400
1021,2.520
1022,4.960
1023,4.810
1024,5.190
1025,3.650
1026,8.270
1027,3.780
1028,1.630
1029,2.180
1030,3.270
1031,4.000
1032,6.660
1033,4.720
1034,5.850
1035,9.030
1036,3.570
1037,6.060
1038,5.300
1039,4.590
1040,2.340
1041,5.380
1042,2.390
1043,7.700
1044,1.860
1045,4.490
1046,3.790
1047,3.600
1048,1.840
1049,2.310
1050,6.620
1051,2.590
1052,1.320
1053,3.380
1054,3.040
1055,4.040
1056,1.230
1057,1.940
1058,2.890
1059,2.590
1060,3.860
1061,4.660
1062,4.170
1063,2.460
1064,1.440
1065,1.760
1066,3.970
1067,11.000
1068,4.350
1069,10.910
1070,4.590
1071,3.710
1072,1.210
1073,3.300
1074,2.160
1075,2.480
1076,1.740
1077,2.460
1078,5.240
1079,2.240
1080,3.050
1081,2.120
1082,1.990
1083,2.440
1084,3.970
1085,1.470
1086,1.620
1087,3.350
1088,3.020
1089,2.270
1090,2.240
1091,1.520
1092,1.830
1093,1.620
1094,1.970
1095,2.110
1096,1.640
1097,3.080
1098,7.070
1099,1.250
1100,4.060
1101,2.170
1102,1.830
1103,1.390
1104,1.370
1105,4.960
1106,1.290
1107,2.110
1108,1.910
1109,1.960
1110,1.900
1111,1.930
1112,4.500
1113,2.120
1114,2.180
1115,1.340
1116,1.990
1117,1.870
1118,1.390
1119,1.600
1120,1.660
1121,1.310
1122,1.590
1123,1.580
1124,2.070
1125,1.200
1126,1.670
1127,1.510
1128,1.310
1129,1.300
1130,1.330
1131,1.460
1132,1.450
1133,1.220
